generic_name,brand_names,strength,dosage_form,manufacturer,packageMark,indication,contraindication,side_effects
Albendazole,AH,200 mg/5 ml,Oral Suspension,Drug International Ltd.,ahoral-suspension200-mg5-ml,,,
Albendazole,AH,400 mg,Chewable Tablet,Drug International Ltd.,ahchewable-tablet400-mg,,,
Albendazole,Alba,400 mg,Chewable Tablet,Navana Pharmaceuticals Ltd.,albachewable-tablet400-mg,,,
Albendazole,Albrex,400 mg,Chewable Tablet,Medimet Pharmaceuticals Ltd.,albrexchewable-tablet400-mg,,,
Albendazole,Albol-DS,400 mg,Chewable Tablet,Ethical Drug Ltd.,albol-dschewable-tablet400-mg,,,
Albendazole,Albezole,400 mg,Chewable Tablet,Apollo Pharmaceutical Ltd.,albezolechewable-tablet400-mg,,,
Albendazole,Albezen,400 mg,Chewable Tablet,Zenith Pharmaceuticals Ltd.,albezenchewable-tablet400-mg,,,
Albendazole,Albentas,400 mg,Chewable Tablet,Veritas Pharmaceuticals Ltd.,albentaschewable-tablet400-mg,,,
Albendazole,Albendox,400 mg,Chewable Tablet,Indo Bangla Pharmaceutical,albendoxchewable-tablet400-mg,,,
Albendazole,Albendol,200 mg/5 ml,Oral Suspension,Globex Pharmaceuticals Ltd.,albendoloral-suspension200-mg5-ml,,,
Albendazole,Albendol,400 mg,Chewable Tablet,Globex Pharmaceuticals Ltd.,albendolchewable-tablet400-mg,,,
Albendazole,Albenda DS,400 mg,Chewable Tablet,Aexim Pharmaceuticals Ltd.,albenda-dschewable-tablet400-mg,,,
Albendazole,Alben DS,400 mg,Chewable Tablet,Eskayef Pharmaceuticals Ltd.,alben-dschewable-tablet400-mg,,,
Albendazole,Alben,200 mg/5 ml,Oral Suspension,Eskayef Pharmaceuticals Ltd.,albenoral-suspension200-mg5-ml,,,
Albendazole,Albazol DS,400 mg,Chewable Tablet,Central Pharmaceuticals Ltd.,albazol-dschewable-tablet400-mg,,,
Albendazole,Albamax DS,400 mg,Chewable Tablet,Ziska Pharmaceuticals Ltd.,albamax-dschewable-tablet400-mg,,,
Albendazole,Ale DS,400 mg,Chewable Tablet,Aztec Pharmaceuticals Ltd.,ale-dschewable-tablet400-mg,,,
Albendazole,Aldin DS,400 mg,Chewable Tablet,Techno Drugs Ltd.,aldin-dschewable-tablet400-mg,,,
Albendazole,Aldex-DS,400 mg,Chewable Tablet,Gaco Pharmaceuticals Ltd.,aldex-dschewable-tablet400-mg,,,
Albendazole,Aldex,200 mg/5 ml,Oral Suspension,Gaco Pharmaceuticals Ltd.,aldexoral-suspension200-mg5-ml,,,
Albendazole,Aldew,400 mg,Chewable Tablet,Doctor’s Chemical Works Ltd.,aldewchewable-tablet400-mg,,,
Albendazole,Aldes DS,400 mg,Chewable Tablet,Desh Pharmaceuticals Ltd.,aldes-dschewable-tablet400-mg,,,
Albendazole,Aldes,200 mg/5 ml,Oral Suspension,Desh Pharmaceuticals Ltd.,aldesoral-suspension200-mg5-ml,,,
Albendazole,Aldaben-DS,400 mg,Chewable Tablet,Ad-din Pharmaceuticals Ltd.,aldaben-dschewable-tablet400-mg,,,
Albendazole,Aldaben,200 mg/5 ml,Oral Suspension,Ad-din Pharmaceuticals Ltd.,aldabenoral-suspension200-mg5-ml,,,
Albendazole,Alda DS,400 mg,Chewable Tablet,Supreme Pharmaceutical Ltd.,alda-dschewable-tablet400-mg,,,
Albendazole,Alda,200 mg/5 ml,Oral Suspension,Supreme Pharmaceutical Ltd.,aldaoral-suspension200-mg5-ml,,,
Albendazole,Almin,400 mg,Chewable Tablet,Kumudini Pharma Ltd.,alminchewable-tablet400-mg,,,
Albendazole,Almin,200 mg/5 ml,Oral Suspension,Kumudini Pharma Ltd.,alminoral-suspension200-mg5-ml,,,
Albendazole,Almex,200 mg/5 ml,Oral Suspension,Square Pharmaceuticals Ltd.,almexoral-suspension200-mg5-ml,,,
Albendazole,Almex,400 mg,Chewable Tablet,Square Pharmaceuticals Ltd.,almexchewable-tablet400-mg,,,
Albendazole,Alodoben DS,400 mg,Chewable Tablet,Benham Pharmaceuticals Ltd.,alodoben-dschewable-tablet400-mg,,,
Albendazole,Alpro,400 mg,Chewable Tablet,Pharmadesh Laboratories Ltd.,alprochewable-tablet400-mg,,,
Albendazole,Alphin DS,400 mg,Chewable Tablet,Beximco Pharmaceuticals Ltd.,alphin-dschewable-tablet400-mg,,,
Albendazole,Alzolux DS,400 mg,Chewable Tablet,Pharmik Laboratories Ltd.,alzolux-dschewable-tablet400-mg,,,
Albendazole,Alzed,400 mg,Chewable Tablet,General Pharmaceuticals Ltd.,alzedchewable-tablet400-mg,,,
Albendazole,Anthel DS,400 mg,Chewable Tablet,Seema Pharmaceuticals Ltd.,anthel-dschewable-tablet400-mg,,,
Albendazole,Autoben,400 mg,Chewable Tablet,Doctor TIMS Pharmaceuticals Ltd.,autobenchewable-tablet400-mg,,,
Albendazole,Azole,200 mg/5 ml,Oral Suspension,Biopharma Laboratories Ltd.,azoleoral-suspension200-mg5-ml,,,
Albendazole,Azole,400 mg,Chewable Tablet,Biopharma Laboratories Ltd.,azolechewable-tablet400-mg,,,
Albendazole,Ben-A,200 mg/5 ml,Oral Suspension,ACME Laboratories Ltd.,ben-aoral-suspension200-mg5-ml,,,
Albendazole,Ben-A,400 mg,Chewable Tablet,ACME Laboratories Ltd.,ben-achewable-tablet400-mg,,,
Albendazole,Benfast,400 mg,Chewable Tablet,Novo Healthcare and Pharma Ltd.,benfastchewable-tablet400-mg,,,
Albendazole,Benda DS,400 mg,Chewable Tablet,Bristol Pharmaceuticals Ltd.,benda-dschewable-tablet400-mg,,,
Albendazole,Benz,400 mg,Chewable Tablet,Belsen Pharmaceuticals Ltd.,benzchewable-tablet400-mg,,,
Albendazole,Chir DS,400 mg,Chewable Tablet,Reliance Pharmaceuticals Ltd.,chir-dschewable-tablet400-mg,,,
Albendazole,Chuben DS,400 mg,Chewable Tablet,Alco Pharma Ltd.,chuben-dschewable-tablet400-mg,,,
Albendazole,Colaz,200 mg/5 ml,Oral Suspension,Cosmic Pharma Ltd.,colazoral-suspension200-mg5-ml,,,
Albendazole,Colaz,400 mg,Chewable Tablet,Cosmic Pharma Ltd.,colazchewable-tablet400-mg,,,
Albendazole,Cosben,400 mg,Chewable Tablet,Cosmo Pharma Ltd.,cosbenchewable-tablet400-mg,,,
Albendazole,Durazol,200 mg/5 ml,Oral Suspension,Millat Pharmaceuticals Ltd.,durazoloral-suspension200-mg5-ml,,,
Albendazole,Durazol,400 mg,Chewable Tablet,Millat Pharmaceuticals Ltd.,durazolchewable-tablet400-mg,,,
Albendazole,Eben-DS,400 mg,Chewable Tablet,Edruc Limited,eben-dschewable-tablet400-mg,,,
Albendazole,Eben,200 mg/5 ml,Oral Suspension,Edruc Limited,ebenoral-suspension200-mg5-ml,,,
Albendazole,Elmin-DT,400 mg,Chewable Tablet,Jayson Pharmaceuticals Ltd.,elmin-dtchewable-tablet400-mg,,,
Albendazole,Elmin,400 mg,Chewable Tablet,Jayson Pharmaceuticals Ltd.,elminchewable-tablet400-mg,,,
Albendazole,Abentel,400 mg,Chewable Tablet,Aristopharma Ltd.,abentelchewable-tablet400-mg,,,
Albendazole,Aben-DS,400 mg,Chewable Tablet,Team Pharmaceuticals Ltd.,aben-dschewable-tablet400-mg,,,
Albendazole,Estazol,400 mg,Chewable Tablet,Ibn Sina Pharmaceuticals Ltd.,estazolchewable-tablet400-mg,,,
Albendazole,Estazol,200 mg/5 ml,Oral Suspension,Ibn Sina Pharmaceuticals Ltd.,estazoloral-suspension200-mg5-ml,,,
Albendazole,Exworm,400 mg,Chewable Tablet,Leon Pharmaceuticals Ltd.,exwormchewable-tablet400-mg,,,
Albendazole,Exworm,200 mg/5 ml,Oral Suspension,Leon Pharmaceuticals Ltd.,exwormoral-suspension200-mg5-ml,,,
Albendazole,AB-DS,400 mg,Chewable Tablet,Prime Pharmaceuticals Ltd.,ab-dschewable-tablet400-mg,,,
Albendazole,G-Albendazole,200 mg,Chewable Tablet,Gonoshasthaya Pharma Ltd.,g-albendazolechewable-tablet200-mg,,,
Albendazole,G-Albendazole,400 mg,Chewable Tablet,Gonoshasthaya Pharma Ltd.,g-albendazolechewable-tablet400-mg,,,
Albendazole,H Ben,400 mg,Chewable Tablet,Hudson Pharmaceuticals Ltd.,h-benchewable-tablet400-mg,,,
Albendazole,Helben DS,400 mg,Chewable Tablet,Modern Pharmaceuticals Ltd.,helben-dschewable-tablet400-mg,,,
Albendazole,Krimizole DS,400 mg,Chewable Tablet,Mystic Pharmaceuticals Ltd.,krimizole-dschewable-tablet400-mg,,,
Albendazole,Krimizole,200 mg/5 ml,Oral Suspension,Mystic Pharmaceuticals Ltd.,krimizoleoral-suspension200-mg5-ml,,,
Albendazole,Laben DS,400 mg,Chewable Tablet,Premier Pharmaceuticals Ltd.,laben-dschewable-tablet400-mg,,,
Albendazole,Luban DS,400 mg,Chewable Tablet,Rephco Pharmaceuticals Ltd.,luban-dschewable-tablet400-mg,,,
Albendazole,Mebel DS,400 mg,Chewable Tablet,Medicon Pharmaceuticals Ltd.,mebel-dschewable-tablet400-mg,,,
Albendazole,Mebel,200 mg/5 ml,Oral Suspension,Medicon Pharmaceuticals Ltd.,mebeloral-suspension200-mg5-ml,,,
Albendazole,Micro,200 mg/5 ml,Oral Suspension,Alkad Laboratories,microoral-suspension200-mg5-ml,,,
Albendazole,Nematox DS,400 mg,Chewable Tablet,Chemist Laboratories  Ltd.,nematox-dschewable-tablet400-mg,,,
Albendazole,NT-Par,200 mg/5 ml,Oral Suspension,Rangs Pharmaceuticals Ltd.,nt-paroral-suspension200-mg5-ml,,,
Albendazole,NT-Par,400 mg,Chewable Tablet,Rangs Pharmaceuticals Ltd.,nt-parchewable-tablet400-mg,,,
Albendazole,Orben,400 mg,Chewable Tablet,Orbit Pharmaceuticals Ltd.,orbenchewable-tablet400-mg,,,
Albendazole,Parnil DS,400 mg,Chewable Tablet,Euro Pharma Ltd.,parnil-dschewable-tablet400-mg,,,
Albendazole,Q Ben DS,400 mg,Chewable Tablet,Concord Pharmaceuticals Ltd.,q-ben-dschewable-tablet400-mg,,,
Albendazole,R-Zol,400 mg,Chewable Tablet,Reman Drug Laboratories Ltd.,r-zolchewable-tablet400-mg,,,
Albendazole,Silben,400 mg,Chewable Tablet,Silco Pharmaceutical Ltd.,silbenchewable-tablet400-mg,,,
Albendazole,Sintel,400 mg,Chewable Tablet,ACI Limited,sintelchewable-tablet400-mg,,,
Albendazole,Sintel,200 mg/5 ml,Oral Suspension,ACI Limited,sinteloral-suspension200-mg5-ml,,,
Albendazole,Triben DS,400 mg,Chewable Tablet,Ambee Pharmaceuticals Ltd.,triben-dschewable-tablet400-mg,,,
Albendazole,Triben,200 mg/5 ml,Oral Suspension,Ambee Pharmaceuticals Ltd.,tribenoral-suspension200-mg5-ml,,,
Albendazole,Verben,200 mg/5 ml,Oral Suspension,Astra Biopharmaceuticals Ltd.,verbenoral-suspension200-mg5-ml,,,
Albendazole,Verben,400 mg,Chewable Tablet,Astra Biopharmaceuticals Ltd.,verbenchewable-tablet400-mg,,,
Albendazole,Vermin-DS,400 mg,Chewable Tablet,Nipa Pharmaceuticals Ltd.,vermin-dschewable-tablet400-mg,,,
Albendazole,Vermikil,400 mg,Chewable Tablet,NIPRO JMI Pharma Ltd.,vermikilchewable-tablet400-mg,,,
Albendazole,Vermikil,200 mg/5 ml,Oral Suspension,NIPRO JMI Pharma Ltd.,vermikiloral-suspension200-mg5-ml,,,
Albendazole,Vermid,400 mg,Chewable Tablet,Somatec Pharmaceuticals Ltd.,vermidchewable-tablet400-mg,,,
Albendazole,Wormex,400 mg,Chewable Tablet,Syntho Laboratories Ltd.,wormexchewable-tablet400-mg,,,
Albendazole,Wormex,200 mg/5 ml,Oral Suspension,Syntho Laboratories Ltd.,wormexoral-suspension200-mg5-ml,,,
Albendazole,Zoben,400 mg,Chewable Tablet,Amico Laboratories Ltd.,zobenchewable-tablet400-mg,,,
Albendazole,Zoben,200 mg/5 ml,Oral Suspension,Amico Laboratories Ltd.,zobenoral-suspension200-mg5-ml,,,
Albumin (Human),Albutein,25%,IV Infusion,Alpha Therapeutic Corporation,albuteiniv-infusion25,,,
Albumin (Human),Albutein,5%,IV Infusion,Grifols Biologicals LLC,albuteiniv-infusion5,,,
Albumin (Human),Albutein,5%,IV Infusion,Alpha Therapeutic Corporation,albuteiniv-infusion5,,,
Albumin (Human),Albumin Human,20%,IV Infusion,Octapharma Pharmazeutica,albumin-humaniv-infusion20,,,
Albumin (Human),Human Albumin,20%,IV Infusion,City Overseas Ltd.,human-albuminiv-infusion20,,,
Albumin (Human),Human Albumin,20%,IV Infusion,CSL Behring,human-albuminiv-infusion20,,,
Albumin (Human),Uman Albumin,20%,IV Infusion,"Kedrion Biopharma, Italy",uman-albuminiv-infusion20,,,
Alcaftadine,Alcafta,0.25%,Ophthalmic Solution,Incepta Pharmaceuticals Ltd.,alcaftaophthalmic-solution025,,,
Alcaftadine,Alcaft,0.25%,Ophthalmic Solution,Healthcare Pharmaceuticals Ltd.,alcaftophthalmic-solution025,,,
Alcaftadine,Alcadin,0.25%,Ophthalmic Solution,Popular Pharmaceuticals Ltd.,alcadinophthalmic-solution025,,,
Alcaftadine,Altadin,0.25%,Ophthalmic Solution,Eskayef Pharmaceuticals Ltd.,altadinophthalmic-solution025,,,
Alcaftadine,Caftadin,0.25%,Ophthalmic Solution,Aristopharma Ltd.,caftadinophthalmic-solution025,,,
Alcaftadine,Acicaft,0.25%,Ophthalmic Solution,ACI Limited,acicaftophthalmic-solution025,,,
Alcaftadine,Eyecaf,0.25%,Ophthalmic Solution,Opsonin Pharma Ltd.,eyecafophthalmic-solution025,,,
Alcaftadine,Genacaft,0.25%,Ophthalmic Solution,General Pharmaceuticals Ltd.,genacaftophthalmic-solution025,,,
Alcaftadine,Icaft,0.25%,Ophthalmic Solution,Navana Pharmaceuticals Ltd.,icaftophthalmic-solution025,,,
Alectinib,Alecensa,150 mg,Capsule,Roche Bangladesh Ltd.,alecensacapsule150-mg,,,
Alendronic acid,Alendon,10 mg,Tablet,Beximco Pharmaceuticals Ltd.,alendontablet10-mg,,,
Alendronic acid,Alendon,70 mg,Tablet,Beximco Pharmaceuticals Ltd.,alendontablet70-mg,,,
Alendronic acid,Bonemas,70 mg,Tablet,Incepta Pharmaceuticals Ltd.,bonemastablet70-mg,,,
Alendronic acid,Ostomax,10 mg,Tablet,Eskayef Pharmaceuticals Ltd.,ostomaxtablet10-mg,,,
Alendronic acid,Ostomax,70 mg,Tablet,Eskayef Pharmaceuticals Ltd.,ostomaxtablet70-mg,,,
Alendronic Acid + Vitamin D3,Bonemass D,70 mg+2800 IU,Tablet,Incepta Pharmaceuticals Ltd.,bonemass-dtablet70-mg2800-iu,,,
Alendronic Acid + Vitamin D3,Ostel-D,70 mg+2800 IU,Tablet,Square Pharmaceuticals Ltd.,ostel-dtablet70-mg2800-iu,,,
Alendronic Acid + Vitamin D3,Ostomax D,70 mg+2800 IU,Tablet,Eskayef Pharmaceuticals Ltd.,ostomax-dtablet70-mg2800-iu,,,
Alfacalcidol,One Alpha,0.25 mcg,Capsule,Leo Pharmaceuticals Ltd.,one-alphacapsule025-mcg,,,
Alfuzosin Hydrochloride,Alfasin XR,10 mg,Tablet (Extended Release),Incepta Pharmaceuticals Ltd.,alfasin-xrtablet-extended-release10-mg,,,
Alfuzosin Hydrochloride,Alfumax ER,10 mg,Tablet (Extended Release),UniMed UniHealth,alfumax-ertablet-extended-release10-mg,,,
Alfuzosin Hydrochloride,Uriten,10 mg,Tablet (Extended Release),Square Pharmaceuticals Ltd.,uritentablet-extended-release10-mg,,,
Alfuzosin Hydrochloride,Zatral,10 mg,Tablet (Extended Release),Eskayef Pharmaceuticals Ltd.,zatraltablet-extended-release10-mg,,,
Allium cepa + Heparin + Allantoin,Antiscar,100 mg+50 IU+10 mg,Topical Gel,Square Pharmaceuticals Ltd.,antiscartopical-gel100-mg50-iu10-mg,,,
Allopurinol,Alurol,100 mg,Tablet,Incepta Pharmaceuticals Ltd.,aluroltablet100-mg,,,
Allopurinol,Aluric,100 mg,Tablet,Sonear Laboratories Ltd.,alurictablet100-mg,,,
Allopurinol,Duric,100 mg,Tablet,Opsonin Pharma Ltd.,durictablet100-mg,,,
Allopurinol,Esloric,100 mg,Tablet,Square Pharmaceuticals Ltd.,eslorictablet100-mg,,,
Allopurinol,Goutex,300 mg,Tablet,Biopharma Laboratories Ltd.,goutextablet300-mg,,,
Allopurinol,Goutex,100 mg,Tablet,Biopharma Laboratories Ltd.,goutextablet100-mg,,,
Allopurinol,Purinol,300 mg,Tablet,Drug International Ltd.,purinoltablet300-mg,,,
Allopurinol,Purinol,100 mg,Tablet,Drug International Ltd.,purinoltablet100-mg,,,
Allopurinol,Ucorex,100 mg,Tablet,Healthcare Pharmaceuticals Ltd.,ucorextablet100-mg,,,
Allylestrenol,Alestor,5 mg,Tablet,Incepta Pharmaceuticals Ltd.,alestortablet5-mg,,,
Allylestrenol,Alia,5 mg,Tablet,ACME Laboratories Ltd.,aliatablet5-mg,,,
Allylestrenol,Allynol,5 mg,Tablet,Popular Pharmaceuticals Ltd.,allynoltablet5-mg,,,
Allylestrenol,Allygest,5 mg,Tablet,Nuvista Pharma Ltd.,allygesttablet5-mg,,,
Allylestrenol,Alysa,5 mg,Tablet,Beacon Pharmaceuticals Ltd.,alysatablet5-mg,,,
Allylestrenol,Gestrenol,5 mg,Tablet,Renata Limited,gestrenoltablet5-mg,,,
Allylestrenol,Geston,5 mg,Tablet,Square Pharmaceuticals Ltd.,gestontablet5-mg,,,
Allylestrenol,Nidagest,5 mg,Tablet,Chemist Laboratories  Ltd.,nidagesttablet5-mg,,,
Allylestrenol,Prelab,5 mg,Tablet,ACI Limited,prelabtablet5-mg,,,
Almitrine Bismesylate + Raubasine,Albasine,30 mg+10 mg,Tablet,Drug International Ltd.,albasinetablet30-mg10-mg,,,
Almitrine Bismesylate + Raubasine,Aruxil,30 mg+10 mg,Tablet,Opsonin Pharma Ltd.,aruxiltablet30-mg10-mg,,,
Almitrine Bismesylate + Raubasine,Truxil,30 mg+10 mg,Tablet,Square Pharmaceuticals Ltd.,truxiltablet30-mg10-mg,,,
Almotriptan,Almitan,6.25 mg,Tablet,Opsonin Pharma Ltd.,almitantablet625-mg,,,
Almotriptan,Altrip,6.25 mg,Tablet,NIPRO JMI Pharma Ltd.,altriptablet625-mg,,,
Alogliptin Benzoate,Aglip,12.5 mg,Tablet,Eskayef Pharmaceuticals Ltd.,agliptablet125-mg,,,
Alogliptin Benzoate,Aglip,25 mg,Tablet,Eskayef Pharmaceuticals Ltd.,agliptablet25-mg,,,
Alogliptin Benzoate,Aloglip,12.5 mg,Tablet,Navana Pharmaceuticals Ltd.,alogliptablet125-mg,,,
Alogliptin Benzoate,Aloglip,6.25 mg,Tablet,Navana Pharmaceuticals Ltd.,alogliptablet625-mg,,,
Alogliptin Benzoate,Aloglip,25 mg,Tablet,Navana Pharmaceuticals Ltd.,alogliptablet25-mg,,,
Alogliptin Benzoate,Alodia,25 mg,Tablet,ACME Laboratories Ltd.,alodiatablet25-mg,,,
Alpha Lipoic Acid,Nevralip,600 mg,Retard Tablet,River Pharma,nevralipretard-tablet600-mg,,,
Alphanate,Alphanate,250 IU/vial,IV Infusion,Grifols Biologicals LLC,alphanateiv-infusion250-iuvial,,,
Alprazolam,Alaxen,0.25 mg,Tablet,United Pharmaceuticals Ltd.,alaxentablet025-mg,,,
Alprazolam,Alaxen,0.5 mg,Tablet,United Pharmaceuticals Ltd.,alaxentablet05-mg,,,
Alprazolam,Alpam,0.25 mg,Tablet,Asiatic Laboratories Ltd.,alpamtablet025-mg,,,
Alprazolam,Alpam,0.5 mg,Tablet,Asiatic Laboratories Ltd.,alpamtablet05-mg,,,
Alprazolam,Alprax XR,1 mg,Tablet (Extended Release),Opsonin Pharma Ltd.,alprax-xrtablet-extended-release1-mg,,,
Alprazolam,Alprax XR,2 mg,Tablet (Extended Release),Opsonin Pharma Ltd.,alprax-xrtablet-extended-release2-mg,,,
Alprazolam,Alprax,0.25 mg,Tablet,Opsonin Pharma Ltd.,alpraxtablet025-mg,,,
Alprazolam,Alprax,0.5 mg,Tablet,Opsonin Pharma Ltd.,alpraxtablet05-mg,,,
Alprazolam,Alzolam,0.5 mg,Tablet,Sun Pharmaceutical Ltd.,alzolamtablet05-mg,,,
Alprazolam,Alzolam,0.25 mg,Tablet,Sun Pharmaceutical Ltd.,alzolamtablet025-mg,,,
Alprazolam,Serelam,0.5 mg,Tablet,General Pharmaceuticals Ltd.,serelamtablet05-mg,,,
Alprazolam,Serelam,0.25 mg,Tablet,General Pharmaceuticals Ltd.,serelamtablet025-mg,,,
Alprazolam,Xanax,0.5 mg,Tablet,Navana Pharmaceuticals Ltd.,xanaxtablet05-mg,,,
Alprazolam,Xanax,0.25 mg,Tablet,Navana Pharmaceuticals Ltd.,xanaxtablet025-mg,,,
Alprazolam,Xiotic,0.5 mg,Tablet,Globe Pharmaceuticals Ltd.,xiotictablet05-mg,,,
Alprazolam,Xolam XR,0.5 mg,Tablet (Extended Release),Aristopharma Ltd.,xolam-xrtablet-extended-release05-mg,,,
Alprazolam,Xolam XR,1 mg,Tablet (Extended Release),Aristopharma Ltd.,xolam-xrtablet-extended-release1-mg,,,
Alprazolam,Zolium XR,2 mg,Tablet (Extended Release),Incepta Pharmaceuticals Ltd.,zolium-xrtablet-extended-release2-mg,,,
Alprazolam,Zolium XR,1 mg,Tablet (Extended Release),Incepta Pharmaceuticals Ltd.,zolium-xrtablet-extended-release1-mg,,,
Alprazolam,Zolium,0.5 mg,Tablet,Incepta Pharmaceuticals Ltd.,zoliumtablet05-mg,,,
Alprazolam,Zolium,0.25 mg,Tablet,Incepta Pharmaceuticals Ltd.,zoliumtablet025-mg,,,
Alprazolam,Zolax,0.5 mg,Tablet,Beximco Pharmaceuticals Ltd.,zolaxtablet05-mg,,,
Alprazolam,Zolax,0.25 mg,Tablet,Beximco Pharmaceuticals Ltd.,zolaxtablet025-mg,,,
Alteplase,Actilyse,1 mg/1 ml,IV Infusion,Boehringer Ingelheim,actilyseiv-infusion1-mg1-ml,,,
Aluminium Chloride + Melaleuca Alternifolia Oil + Geothermal water,Sanflore,20%+5%,Topical Spray,Opsonin Pharma Ltd.,sanfloretopical-spray205,,,
Aluminium Chloride Hexahydrate,Apirent,20%,Topical Solution,Opsonin Pharma Ltd.,apirenttopical-solution20,,,
Aluminium Chloride Hexahydrate,Dricare,20%,Topical Solution,Ziska Pharmaceuticals Ltd.,dricaretopical-solution20,,,
Aluminium Hydroxide + Magnesium Hydroxide,Algex,250 mg+400 mg,Chewable Tablet,Doctor’s Chemical Works Ltd.,algexchewable-tablet250-mg400-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,Algex,(175 mg+225 mg)/5 ml,Oral Suspension,Doctor’s Chemical Works Ltd.,algexoral-suspension175-mg225-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide,Antacid,250 mg+400 mg,Chewable Tablet,Astra Biopharmaceuticals Ltd.,antacidchewable-tablet250-mg400-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,Antanil,250 mg+400 mg,Chewable Tablet,Ibn Sina Pharmaceuticals Ltd.,antanilchewable-tablet250-mg400-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,Antanil,(200 mg+400 mg)/5 ml,Oral Suspension,Ibn Sina Pharmaceuticals Ltd.,antaniloral-suspension200-mg400-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide,Apcocid,250 mg+400 mg,Chewable Tablet,Supreme Pharmaceutical Ltd.,apcocidchewable-tablet250-mg400-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,Avlocid,175 mg+225 mg,Chewable Tablet,ACI Limited,avlocidchewable-tablet175-mg225-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,Avlocid,(250 mg+400 mg)/5 ml,Oral Suspension,ACI Limited,avlocidoral-suspension250-mg400-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide,Biocid MH,(175 mg+225 mg)/5 ml,Oral Suspension,Biopharma Laboratories Ltd.,biocid-mhoral-suspension175-mg225-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide,Biocid,250 mg+400 mg,Chewable Tablet,Biopharma Laboratories Ltd.,biocidchewable-tablet250-mg400-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,Cytocid,(175 mg+225 mg)/5 ml,Oral Suspension,Central Pharmaceuticals Ltd.,cytocidoral-suspension175-mg225-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide,Cytocid,250 mg+400 mg,Chewable Tablet,Central Pharmaceuticals Ltd.,cytocidchewable-tablet250-mg400-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,Dolocid,250 mg+400 mg,Chewable Tablet,Aexim Pharmaceuticals Ltd.,dolocidchewable-tablet250-mg400-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,Acedone-Z,250 mg+400 mg,Chewable Tablet,Zenith Pharmaceuticals Ltd.,acedone-zchewable-tablet250-mg400-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,Duomeal,(175 mg+225 mg)/5 ml,Oral Suspension,Ad-din Pharmaceuticals Ltd.,duomealoral-suspension175-mg225-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide,Duomeal,250 mg+400 mg,Chewable Tablet,Ad-din Pharmaceuticals Ltd.,duomealchewable-tablet250-mg400-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,Entacyd,(175 mg+225 mg)/5 ml,Oral Suspension,Square Pharmaceuticals Ltd.,entacydoral-suspension175-mg225-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide,Epazel,(175 mg+225 mg)/5 ml,Oral Suspension,Edruc Limited,epazeloral-suspension175-mg225-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide,G-Antacid,250 mg+500 mg,Chewable Tablet,Gonoshasthaya Pharma Ltd.,g-antacidchewable-tablet250-mg500-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,G-Antacid,(200 mg+125 mg)/5 ml,Oral Suspension,Gonoshasthaya Pharma Ltd.,g-antacidoral-suspension200-mg125-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide,Hi Gel,250 mg+400 mg,Chewable Tablet,Hudson Pharmaceuticals Ltd.,hi-gelchewable-tablet250-mg400-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,Hydrocid,(175 mg+225 mg)/5 ml,Oral Suspension,Millat Pharmaceuticals Ltd.,hydrocidoral-suspension175-mg225-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide,Jpdrox,250 mg+400 mg,Chewable Tablet,Jayson Pharmaceuticals Ltd.,jpdroxchewable-tablet250-mg400-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,Jpdrox,(200 mg+125 mg)/5 ml,Oral Suspension,Jayson Pharmaceuticals Ltd.,jpdroxoral-suspension200-mg125-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide,Lactameal,(175 mg+225 mg)/5 ml,Oral Suspension,Beximco Pharmaceuticals Ltd.,lactamealoral-suspension175-mg225-mg5-ml,,,
Aluminium Hydroxide + Magnesium Hydroxide,Lactameal,250 mg+400 mg,Chewable Tablet,Beximco Pharmaceuticals Ltd.,lactamealchewable-tablet250-mg400-mg,,,
Aluminium Hydroxide + Magnesium Hydroxide,Magnogel,(175 mg+225 mg)/5 ml,Oral Suspension,Amico Laboratories Ltd.,magnogeloral-suspension175-mg225-mg5-ml,,,
